[19:05:42] Messen mit P=1 ...[INFO] Mi 02.07.2025 19:05:42 CEST → Läuft noch: N=1843200000, P=1
[INFO] Mi 02.07.2025 19:58:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:58:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:58:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:58:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:58:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:58:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 19:59:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:00:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:01:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:02:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:03:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:04:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:05:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:06:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:07:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:08:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:09:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:10:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:11:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:04 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:14 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:24 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:34 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:44 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:12:54 CEST → Läuft noch: N=1843200000, P=3
[INFO] Mi 02.07.2025 20:13:04 CEST → Läuft noch: N=1843200000, P=3
[20:13:09] P=3 done
[20:13:09] Messen mit P=4 ...[INFO] Mi 02.07.2025 20:13:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:13:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:13:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:13:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:13:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:14:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:15:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:16:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:17:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:34 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:44 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:18:54 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:04 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:14 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:24 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:19:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:20:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:21:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:22:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:23:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:24:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:25:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:26:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:27:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:28:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:29:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:05 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:15 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:25 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:35 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:45 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:30:55 CEST → Läuft noch: N=1843200000, P=4
[INFO] Mi 02.07.2025 20:31:05 CEST → Läuft noch: N=1843200000, P=4
[20:31:14] P=4 done
[20:31:14] Messen mit P=5 ...[INFO] Mi 02.07.2025 20:31:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:31:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:31:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:31:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:31:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:32:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:33:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:34:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:35:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:36:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:37:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:38:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:39:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:40:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:41:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:42:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:43:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:45 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:44:55 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:05 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:15 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:25 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:35 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:46 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:45:56 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:06 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:16 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:26 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:36 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:46 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:46:56 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:47:06 CEST → Läuft noch: N=1843200000, P=5
[INFO] Mi 02.07.2025 20:47:16 CEST → Läuft noch: N=1843200000, P=5
[20:47:19] P=5 done
[20:47:19] Messen mit P=6 ...[INFO] Mi 02.07.2025 20:47:26 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:47:36 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:47:46 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:47:56 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:06 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:16 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:26 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:36 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:46 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:48:56 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:06 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:16 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:26 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:36 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:46 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:49:56 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:50:06 CEST → Läuft noch: N=1843200000, P=6
[INFO] Mi 02.07.2025 20:50:16 CEST → Läuft noch: N=1843200000, P=6
